value_intrinsic_value_two_stage_fcf_first_stage_2035,286.5428,"Est @ 3.71%",145.60939
value_intrinsic_value_two_stage_fcf_scale_numeric,1000000
value_intrinsic_value_two_stage_fcf_growth_cagr_5y,0.04695
value_intrinsic_value_two_stage_fcf_shares_outstanding,710.82621
value_intrinsic_value_two_stage_fcf_capital_to_revenue_ratio_3yr_avg,-0.88117
value_intrinsic_value_two_stage_fcf_combined_free_cash_flow_time_series_date,1767139200,1798675200,1830211200,1861833600
value_intrinsic_value_two_stage_fcf_combined_free_cash_flow_time_series,-302.50286,78.43322,207.6053,218.50177
value_intrinsic_value_two_stage_fcf_annualized_adjust_free_cash_flow_time_series_date,1703980800,1735603200,1767139200
value_intrinsic_value_two_stage_fcf_annualized_adjust_free_cash_flow_time_series,-120.86939,-249.62776,-302.50286
value_intrinsic_value_cost_of_equity,0.07004
value_intrinsic_value_equity_premium,0.0423
value_intrinsic_value_excess_returns
value_intrinsic_value_risk_free_rate,0.0362
value_intrinsic_value_terminal_value,8774.1031
value_intrinsic_value_unlevered_beta,0.48999
value_intrinsic_value_dividend_discount,,,,,,
value_intrinsic_value_intrinsic_discount,0.88446
value_intrinsic_value_levered_beta_actual,0.76691
value_intrinsic_value_npv_per_share_reported_currency,8.45487
value_industry_analysis
value_market_cap_usd,716799426.6286
value_market_cap,1023589745
value_market_cap_band,midsmall4
value_last_share_price,1.395
value_price_to_sales,1.10468
value_ev_to_sales,1.36194
value_ev_to_ebitda,2.34745
value_return_1d,-0.03125
value_return_7d,-0.25
value_return_30d,-0.33886
value_return_90d,-0.32282
value_return_ytd,-0.10289
value_return_1yr_abs,-0.33254
value_return_3yr_abs,-0.28278
value_return_5yr_abs,0.05283
value_return_7d_total_return,-0.25
value_return_30d_total_return,-0.33886
value_return_90d_total_return,-0.32282
value_return_ytd_total_return,-0.08735
value_return_1yr_total_return,-0.31158
value_return_3yr_total_return,-0.20784
value_return_5yr_total_return,0.16283
value_return_since_ipo_abs,7.20588
value_price_target,2.0538
value_price_target_low,1.5
value_price_target_high,2.75
value_price_target_analyst_count,9
value_market_cap_movement_1d,-31987179.53125
value_market_cap_movement_usd_1d,-22399982.08214
value_market_cap_movement_7d,-330534188.58
value_market_cap_movement_usd_7d,-231466481.5788
value_market_cap_movement_30d,-508350064.9
value_market_cap_movement_usd_30d,-355987383.44817
value_market_cap_movement_90d,-480067406.2
value_market_cap_movement_usd_90d,-336181603.21374
value_market_cap_movement_1y,-549328952.98
value_market_cap_movement_usd_1y,-384684079.19283
value_market_cap_movement_3y,-104131325.275
value_market_cap_movement_usd_3y,-72921084.46358
value_market_cap_movement_5y,257856614.815
value_market_cap_movement_usd_5y,180571830.22265
industry_averages_industry_id,1030000
industry_averages_country_iso,AU
industry_averages_value_score,3.38444
industry_averages_dividends_score,3.50357
industry_averages_future_performance_score,1.06305
industry_averages_health_score,4.94338
industry_averages_past_performance_score,3.608
industry_averages_total_score,16.50244
industry_averages_share_price,18.69362
industry_averages_market_cap,792692323.35018
industry_averages_intrinsic_discount,0.5156
industry_averages_analyst_count,9
industry_averages_pe,6.08441
industry_averages_pb,1.63378
industry_averages_peg,-0.10665
industry_averages_future_one_year_growth,-0.4527
industry_averages_future_three_year_growth,0.10721
industry_averages_future_one_year_roe
industry_averages_future_three_year_roe
industry_averages_past_one_year_growth,0.1062
industry_averages_past_five_year_growth,0.32603
industry_averages_roe,0.18161
industry_averages_roa,0.14333
industry_averages_dividend_yield,0.08775
industry_averages_future_dividend_yield,0.04388
industry_averages_payout_ratio
industry_averages_eps,2.24332
industry_averages_insider_buying,0.54043
industry_averages_debt_equity,0.18176
industry_averages_levered_beta,0.82718
industry_averages_unlevered_beta,0.72673
industry_averages_total_base_count,119
industry_averages_profitable_count,23
industry_averages_analyst_coverage_count,39
industry_averages_dividend_count,10
industry_averages_beta_count,93
industry_averages_earnings_per_share_growth_annual,-0.04863
industry_averages_net_income_growth_annual,-0.06845
industry_averages_cash_ops_growth_annual,0.0037
industry_averages_revenue_growth_annual,0.00931
industry_averages_levered_beta_median,0.91734
industry_averages_base_source,AU
industry_averages_profitable_source,AU
industry_averages_analyst_source,AU
industry_averages_dividend_source,AU
industry_averages_beta_source,AU
industry_averages_all_industry_id,0
industry_averages_all_country_iso,AU
industry_averages_all_value_score,2.07248
industry_averages_all_dividends_score,2.45238
industry_averages_all_future_performance_score,1.77807
industry_averages_all_health_score,4.34993
industry_averages_all_past_performance_score,2.71172
industry_averages_all_total_score,13.36458
industry_averages_all_share_price,54.58122
industry_averages_all_market_cap,902580991.19969
industry_averages_all_intrinsic_discount,-0.10557
industry_averages_all_analyst_count,12
industry_averages_all_pe,18.97006
industry_averages_all_pb,1.41245
industry_averages_all_peg,1.80666
industry_averages_all_future_one_year_growth,0.18314
industry_averages_all_future_three_year_growth,0.60758
industry_averages_all_future_one_year_roe
industry_averages_all_future_three_year_roe
industry_averages_all_past_one_year_growth,-0.00437
industry_averages_all_past_five_year_growth,0.15795
industry_averages_all_roe,0.09449
industry_averages_all_roa,0.05812
industry_averages_all_dividend_yield,0.04197
industry_averages_all_future_dividend_yield,0.0396
industry_averages_all_payout_ratio
industry_averages_all_eps,2.25166
industry_averages_all_insider_buying,0.58598
industry_averages_all_debt_equity,1.25136
industry_averages_all_levered_beta,0.81413
industry_averages_all_unlevered_beta,0.63492
industry_averages_all_total_base_count,1900
industry_averages_all_profitable_count,547
industry_averages_all_analyst_coverage_count,670
industry_averages_all_dividend_count,410
industry_averages_all_beta_count,1502
industry_averages_all_earnings_per_share_growth_annual,0.09114
industry_averages_all_net_income_growth_annual,0.09011
industry_averages_all_cash_ops_growth_annual,0.07718
industry_averages_all_revenue_growth_annual,0.04277
industry_averages_all_levered_beta_median,0.91413
market_cap_usd,716799426.6286
market_cap_listing,1023589745
market_cap_primary,1023589745
market_cap_reported,716799541.31653
market_cap_market_cap_band,midsmall4
market_cap_shares_outstanding,710826212
market_cap_original_market_cap
market_cap_trading_item_to_primary_ratio,1
market_cap_total_enterprise_value_reported,856.11596
market_cap_shares_outstanding_common_equity,710826212
market_cap_relative_listing_shares_outstanding,710.82621
insider_trading_1_buy_avg_price,1.89795
insider_trading_1_buy_month_diff,1
insider_trading_1_buy_trade_type,Buy
insider_trading_1_buy_security_id,20048264
insider_trading_1_buy_total_shares,36745242
insider_trading_1_buy_total_trades,4
insider_trading_1_buy_company_names_offset,0,1,2
insider_trading_1_buy_company_names,"Morgan Stanley","First Sentier Investors (Australia) IM Ltd","Avanteos Investments Limited"
insider_trading_1_buy_unique_owners,4
insider_trading_1_buy_individual_ids_offset,0
insider_trading_1_buy_individual_ids,214499229
insider_trading_1_buy_individual_names_offset,0
insider_trading_1_buy_individual_names,"Luciana de Freitas Rachid"
insider_trading_1_buy_total_trans_value,65868597.53911
insider_trading_1_buy_total_company_shares,36743242
insider_trading_1_buy_total_individual_shares,2000
insider_trading_1_sell_avg_price,1.70128
insider_trading_1_sell_month_diff,1
insider_trading_1_sell_trade_type,Sell
insider_trading_1_sell_security_id,20048264
insider_trading_1_sell_total_shares,-40054597
insider_trading_1_sell_total_trades,2
insider_trading_1_sell_company_names_offset,0,1
insider_trading_1_sell_company_names,"First Sentier Investors (Australia) IM Ltd","Morgan Stanley"
insider_trading_1_sell_unique_owners,2
insider_trading_1_sell_individual_ids
insider_trading_1_sell_individual_names
insider_trading_1_sell_total_trans_value,70680395.17687
insider_trading_1_sell_total_company_shares,-40054597
insider_trading_1_sell_total_individual_shares,0
insider_trading_2_buy_avg_price,0
insider_trading_2_buy_month_diff,2
insider_trading_2_buy_trade_type,Buy
insider_trading_2_buy_security_id,20048264
insider_trading_2_buy_total_shares,0
insider_trading_2_buy_total_trades,0
insider_trading_2_buy_company_names
insider_trading_2_buy_unique_owners,0
insider_trading_2_buy_individual_ids
insider_trading_2_buy_individual_names
insider_trading_2_buy_total_trans_value,0
insider_trading_2_buy_total_company_shares,0
insider_trading_2_buy_total_individual_shares,0
insider_trading_2_sell_avg_price,1.62961
insider_trading_2_sell_month_diff,2
insider_trading_2_sell_trade_type,Sell
insider_trading_2_sell_security_id,20048264
insider_trading_2_sell_total_shares,-27504
insider_trading_2_sell_total_trades,2
insider_trading_2_sell_company_names_offset,0,1
insider_trading_2_sell_company_names,"Avanteos Investments Limited","First Sentier Investors (Australia) IM Ltd"
insider_trading_2_sell_unique_owners,2
insider_trading_2_sell_individual_ids
insider_trading_2_sell_individual_names
insider_trading_2_sell_total_trans_value,46069.49596
insider_trading_2_sell_total_company_shares,-27504
insider_trading_2_sell_total_individual_shares,0
insider_trading_3_buy_avg_price,1.73363
insider_trading_3_buy_month_diff,3
insider_trading_3_buy_trade_type,Buy
insider_trading_3_buy_security_id,20048264
insider_trading_3_buy_total_shares,56460553
insider_trading_3_buy_total_trades,3
insider_trading_3_buy_company_names_offset,0,1,2
insider_trading_3_buy_company_names,"Morgan Stanley","First Sentier Investors (Australia) IM Ltd","Australian Retirement Trust Pty Ltd"
insider_trading_3_buy_unique_owners,3
insider_trading_3_buy_individual_ids
insider_trading_3_buy_individual_names
insider_trading_3_buy_total_trans_value,96776120.60735
insider_trading_3_buy_total_company_shares,56460553
insider_trading_3_buy_total_individual_shares,0
insider_trading_3_sell_avg_price,1.60119
insider_trading_3_sell_month_diff,3
insider_trading_3_sell_trade_type,Sell
insider_trading_3_sell_security_id,20048264
insider_trading_3_sell_total_shares,-63617761
insider_trading_3_sell_total_trades,4
insider_trading_3_sell_company_names_offset,0,1,2,3
insider_trading_3_sell_company_names,"Avanteos Investments Limited","Morgan Stanley","First Sentier Investors (Australia) IM Ltd","Australian Retirement Trust Pty Ltd"
insider_trading_3_sell_unique_owners,4
insider_trading_3_sell_individual_ids
insider_trading_3_sell_individual_names
insider_trading_3_sell_total_trans_value,106434332.85905
insider_trading_3_sell_total_company_shares,-63617761
insider_trading_3_sell_total_individual_shares,0
insider_trading_4_buy_avg_price,1.69272
insider_trading_4_buy_month_diff,4
insider_trading_4_buy_trade_type,Buy
insider_trading_4_buy_security_id,20048264
